date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:34:51	81938/81938	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:15:29%20GMT	https://www.w3schools.com/w3css/default.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/default.html	(from https://www.w3schools.com/w3css/tryw3css_templates_analytics.htm)
10:34:51	62688/62688	---MCZ	200	added ('OK')	text/css	etag:W/%220ff60fafe7bd81:0%22	https://www.w3schools.com/lib/w3schools30.css	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/lib/w3schools30.css	(from https://www.w3schools.com/w3css/default.asp)
10:34:51	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Apr%202022%2021:02:38%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/admin_quiz/www.google-analytics.com/analytics.js	(from https://www.w3schools.com/w3css/default.asp)
10:34:51	73577/73577	---MCZ	200	added ('OK')	application/javascript	etag:W/%220ff60fafe7bd81:0%22	https://www.w3schools.com/lib/uic.js?v=1.0.3	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/lib/uic2c70.js	(from https://www.w3schools.com/w3css/default.asp)
10:34:52	14208/14208	---MCZ	200	added ('OK')	application/javascript	etag:W/%223780-5e15202fa7e78%22	https://cdn.snigelweb.com/adengine/w3schools.com/loader.js	C:/My%20Web%20Sites/admin_quiz/cdn.snigelweb.com/adengine/w3schools.com/loader.js	(from https://www.w3schools.com/w3css/default.asp)
10:34:52	21669/21669	---MCZ	200	added ('OK')	application/javascript	etag:W/%220ff60fafe7bd81:0%22	https://www.w3schools.com/lib/my-learning.js?v=1.0.9	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/lib/my-learning21cd.js	(from https://www.w3schools.com/w3css/default.asp)
10:34:52	108743/108743	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:55:49%20GMT	https://www.w3schools.com/w3css/w3css_templates.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_templates.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:52	139790/139790	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:18:49%20GMT	https://www.w3schools.com/w3css/w3css_references.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_references.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:53	128043/128043	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:28:24%20GMT	https://www.w3schools.com/w3css/w3css_intro.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_intro.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:53	89977/89977	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:04:25%20GMT	https://www.w3schools.com/w3css/w3css_colors.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_colors.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:53	85127/85127	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:25:13%20GMT	https://www.w3schools.com/w3css/w3css_containers.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_containers.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:54	83298/83298	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:52%20GMT	https://www.w3schools.com/w3css/w3css_panels.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_panels.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:54	86783/86783	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:26:43%20GMT	https://www.w3schools.com/w3css/w3css_borders.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_borders.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:54	86467/86467	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:36:12%20GMT	https://www.w3schools.com/w3css/w3css_cards.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_cards.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:54	80024/80024	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:54%20GMT	https://www.w3schools.com/w3css/w3css_defaults.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_defaults.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:55	97172/97172	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:14:28%20GMT	https://www.w3schools.com/w3css/w3css_fonts.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_fonts.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:55	81633/81633	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:32:52%20GMT	https://www.w3schools.com/w3css/w3css_fonts_google.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_fonts_google.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:55	81656/81656	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:14:55%20GMT	https://www.w3schools.com/w3css/w3css_text.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_text.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:55	80463/80463	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:40:13%20GMT	https://www.w3schools.com/w3css/w3css_round.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_round.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:56	79794/79794	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:54%20GMT	https://www.w3schools.com/w3css/w3css_padding.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_padding.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:56	81807/81807	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:55%20GMT	https://www.w3schools.com/w3css/w3css_margins.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_margins.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:56	93325/93325	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:48:33%20GMT	https://www.w3schools.com/w3css/w3css_display.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_display.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:56	105149/105149	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:20:22%20GMT	https://www.w3schools.com/w3css/w3css_buttons.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_buttons.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:56	82176/82176	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:26:54%20GMT	https://www.w3schools.com/w3css/w3css_notes.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_notes.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:57	86922/86922	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:56%20GMT	https://www.w3schools.com/w3css/w3css_quotes.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_quotes.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:57	84758/84758	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:57%20GMT	https://www.w3schools.com/w3css/w3css_alerts.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_alerts.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:57	97723/97723	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:05:35%20GMT	https://www.w3schools.com/w3css/w3css_tables.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_tables.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:57	93061/93061	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:57%20GMT	https://www.w3schools.com/w3css/w3css_lists.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_lists.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:58	92096/92096	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:46:59%20GMT	https://www.w3schools.com/w3css/w3css_images.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_images.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:58	95664/95664	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:46:58%20GMT	https://www.w3schools.com/w3css/w3css_input.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_input.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:58	84199/84199	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:58%20GMT	https://www.w3schools.com/w3css/w3css_badges.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_badges.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:58	85255/85255	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:26:28%20GMT	https://www.w3schools.com/w3css/w3css_tags.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_tags.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:59	84799/84799	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:47:19%20GMT	https://www.w3schools.com/w3css/w3css_icons.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_icons.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:59	106387/106387	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:19:46%20GMT	https://www.w3schools.com/w3css/w3css_responsive.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_responsive.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:59	88694/88694	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:14:11%20GMT	https://www.w3schools.com/w3css/w3css_layout.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_layout.html	(from https://www.w3schools.com/w3css/default.asp)
10:34:59	84338/84338	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:34:59%20GMT	https://www.w3schools.com/w3css/w3css_animate.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_animate.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:00	85253/85253	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:26:27%20GMT	https://www.w3schools.com/w3css/w3css_effects.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_effects.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:00	85332/85332	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:06:31%20GMT	https://www.w3schools.com/w3css/w3css_bars.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_bars.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:00	89458/89458	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:57:27%20GMT	https://www.w3schools.com/w3css/w3css_dropdowns.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_dropdowns.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:01	93364/93364	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:35:00%20GMT	https://www.w3schools.com/w3css/w3css_accordions.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_accordions.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:01	118776/118776	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:43:25%20GMT	https://www.w3schools.com/w3css/w3css_navigation.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_navigation.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:01	103943/103943	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:38:53%20GMT	https://www.w3schools.com/w3css/w3css_sidebar.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_sidebar.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:01	90229/90229	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:39:27%20GMT	https://www.w3schools.com/w3css/w3css_tabulators.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_tabulators.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:02	89823/89823	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:15:17%20GMT	https://www.w3schools.com/w3css/w3css_pagination.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_pagination.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:02	88961/88961	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:11:18%20GMT	https://www.w3schools.com/w3css/w3css_progressbar.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_progressbar.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:02	99740/99740	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:48:12%20GMT	https://www.w3schools.com/w3css/w3css_slideshow.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_slideshow.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:03	102008/102008	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:43:02%20GMT	https://www.w3schools.com/w3css/w3css_modal.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_modal.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:03	83412/83412	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:38:23%20GMT	https://www.w3schools.com/w3css/w3css_tooltips.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_tooltips.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:03	95167/95167	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:27:35%20GMT	https://www.w3schools.com/w3css/w3css_grid.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_grid.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:03	79755/79755	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:41:20%20GMT	https://www.w3schools.com/w3css/w3css_code.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_code.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:04	79828/79828	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:42:25%20GMT	https://www.w3schools.com/w3css/w3css_filters.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_filters.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:04	90939/90939	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:43:20%20GMT	https://www.w3schools.com/w3css/w3css_trends.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_trends.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:04	88388/88388	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:35:03%20GMT	https://www.w3schools.com/w3css/w3css_case.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_case.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:04	84679/84679	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:45:43%20GMT	https://www.w3schools.com/w3css/w3css_material.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_material.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:05	77710/77710	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:04:44%20GMT	https://www.w3schools.com/w3css/w3css_validation.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_validation.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:05	80335/80335	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:14:34%20GMT	https://www.w3schools.com/w3css/w3css_versions.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_versions.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:05	85058/85058	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:48:44%20GMT	https://www.w3schools.com/w3css/w3css_mobile.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_mobile.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:06	80414/80414	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:29:21%20GMT	https://www.w3schools.com/w3css/w3css_color_classes.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_classes.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:06	89926/89926	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:31:48%20GMT	https://www.w3schools.com/w3css/w3css_color_material.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_material.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:06	84168/84168	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:30:20%20GMT	https://www.w3schools.com/w3css/w3css_color_flat.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_flat.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:06	83252/83252	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:33:17%20GMT	https://www.w3schools.com/w3css/w3css_color_metro.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_metro.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:07	84578/84578	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:33:51%20GMT	https://www.w3schools.com/w3css/w3css_color_win8.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_win8.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:07	81094/81094	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:34:07%20GMT	https://www.w3schools.com/w3css/w3css_color_ios.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_ios.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:07	92073/92073	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:35:11%20GMT	https://www.w3schools.com/w3css/w3css_color_fashion.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_fashion.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:07	88781/88781	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:24:22%20GMT	https://www.w3schools.com/w3css/w3css_color_libraries.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_libraries.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:08	81024/81024	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:35:07%20GMT	https://www.w3schools.com/w3css/w3css_color_schemes.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_schemes.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:08	87876/87876	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:08:06%20GMT	https://www.w3schools.com/w3css/w3css_color_themes.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_themes.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:08	101871/101871	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:44:15%20GMT	https://www.w3schools.com/w3css/w3css_color_generator.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_color_generator.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:09	77880/77880	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2002:51:28%20GMT	https://www.w3schools.com/w3css/w3css_web.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:09	80900/80900	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:00:53%20GMT	https://www.w3schools.com/w3css/w3css_web_html.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_html.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:09	80694/80694	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2000:37:40%20GMT	https://www.w3schools.com/w3css/w3css_web_css.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_css.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:09	78230/78230	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:35:09%20GMT	https://www.w3schools.com/w3css/w3css_web_javascript.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_javascript.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:10	77343/77343	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:47:00%20GMT	https://www.w3schools.com/w3css/w3css_web_layout.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_layout.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:10	84182/84182	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:26:09%20GMT	https://www.w3schools.com/w3css/w3css_web_tmp_band.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_tmp_band.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:10	90005/90005	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:46:47%20GMT	https://www.w3schools.com/w3css/w3css_web_tmp_catering.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_tmp_catering.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:11	94607/94607	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:46:55%20GMT	https://www.w3schools.com/w3css/w3css_web_tmp_pizza.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_tmp_pizza.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:11	92916/92916	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:35:10%20GMT	https://www.w3schools.com/w3css/w3css_web_tmp_architect.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_web_tmp_architect.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:11	131742/131742	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:00:51%20GMT	https://www.w3schools.com/w3css/w3css_examples.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_examples.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:11	95558/95558	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2003:35:11%20GMT	https://www.w3schools.com/w3css/w3css_demo.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_demo.html	(from https://www.w3schools.com/w3css/default.asp)
10:35:11	83774/83774	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2001:08:41%20GMT	https://www.w3schools.com/w3css/w3css_downloads.asp	C:/My%20Web%20Sites/admin_quiz/www.w3schools.com/w3css/w3css_downloads.html	(from https://www.w3schools.com/w3css/default.asp)
